created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2021-02-18 00:57:01 UTC,1538,0,0,,525,648,1007,1581,447
2021-02-18 01:57:01 UTC,1539,0,0,,525,648,1007,1581,447
2021-02-18 02:57:01 UTC,1540,0,0,,525,648,1007,1581,447
2021-02-18 03:57:01 UTC,1541,0,0,,525,648,1007,1581,447
2021-02-18 04:57:01 UTC,1542,1,1,,525,648,1007,1581,447
2021-02-18 05:57:01 UTC,1543,6,7,,525,648,1007,1581,447
2021-02-18 06:57:01 UTC,1544,26,33,,525,648,1007,1581,447
2021-02-18 07:57:01 UTC,1545,54,87,,525,648,1007,1581,447
2021-02-18 08:57:01 UTC,1546,87,177,,525,648,1007,1581,447
2021-02-18 09:57:01 UTC,1547,137,314,,525,648,1007,1581,447
2021-02-18 10:57:01 UTC,1548,163,477,,525,648,1007,1581,447
2021-02-18 11:57:01 UTC,1549,172,649,,525,648,1007,1581,447
2021-02-18 12:57:01 UTC,1550,174,823,,525,648,1007,1581,447
2021-02-18 13:57:01 UTC,1551,123,946,,525,648,1007,1581,447
2021-02-18 14:57:01 UTC,1552,75,1021,,525,648,1007,1581,447
2021-02-18 15:57:01 UTC,1553,73,1094,,525,648,1007,1581,447
2021-02-18 16:57:01 UTC,1554,53,1147,,525,648,1007,1581,447
2021-02-18 17:57:01 UTC,1555,25,1172,,525,648,1007,1581,447
2021-02-18 18:57:01 UTC,1556,5,1177,,525,648,1007,1581,447
2021-02-18 19:57:01 UTC,1557,2,1179,,525,648,1007,1581,447
2021-02-18 20:57:01 UTC,1558,0,1179,,525,648,1007,1581,447
2021-02-18 21:57:01 UTC,1559,0,1179,,525,648,1007,1581,447
2021-02-18 22:57:01 UTC,1560,,,1179,,,,,
2021-02-18 23:57:01 UTC,1561,0,0,,1179,525,648,1007,1581
2021-02-19 00:57:01 UTC,1562,0,0,,1179,525,648,1007,1581
2021-02-19 01:57:01 UTC,1563,0,0,,1179,525,648,1007,1581
2021-02-19 02:57:01 UTC,1564,0,0,,1179,525,648,1007,1581
2021-02-19 03:57:01 UTC,1565,0,0,,1179,525,648,1007,1581
2021-02-19 04:57:01 UTC,1566,1,1,,1179,525,648,1007,1581
2021-02-19 05:57:01 UTC,1567,7,8,,1179,525,648,1007,1581
2021-02-19 06:57:01 UTC,1568,32,40,,1179,525,648,1007,1581
2021-02-19 07:57:01 UTC,1569,55,95,,1179,525,648,1007,1581
2021-02-19 08:57:01 UTC,1570,75,170,,1179,525,648,1007,1581
2021-02-19 09:57:01 UTC,1571,111,281,,1179,525,648,1007,1581
2021-02-19 10:57:01 UTC,1572,142,423,,1179,525,648,1007,1581
2021-02-19 11:57:01 UTC,1573,134,557,,1179,525,648,1007,1581
2021-02-19 12:57:01 UTC,1574,106,663,,1179,525,648,1007,1581
2021-02-19 13:57:01 UTC,1575,66,729,,1179,525,648,1007,1581
2021-02-19 14:57:01 UTC,1576,90,819,,1179,525,648,1007,1581
2021-02-19 15:57:01 UTC,1577,87,906,,1179,525,648,1007,1581
2021-02-19 16:57:01 UTC,1578,72,978,,1179,525,648,1007,1581
2021-02-19 17:57:01 UTC,1579,31,1009,,1179,525,648,1007,1581
2021-02-19 18:57:01 UTC,1580,9,1018,,1179,525,648,1007,1581
2021-02-19 19:57:01 UTC,1581,5,1023,,1179,525,648,1007,1581
2021-02-19 20:57:01 UTC,1582,0,1023,,1179,525,648,1007,1581
2021-02-19 21:57:01 UTC,1583,0,1023,,1179,525,648,1007,1581
2021-02-19 22:57:01 UTC,1584,,,1023,,,,,
