created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2020-12-30 00:57:01 UTC,1103,0,1,,0,0,0,0,1337
2020-12-30 01:57:01 UTC,1104,0,1,,0,0,0,0,1337
2020-12-30 02:57:01 UTC,1105,0,1,,0,0,0,0,1337
2020-12-30 03:57:01 UTC,1106,0,1,,3.9,0,0,0,1337
2020-12-30 04:57:01 UTC,1107,1,2,,0,0,0,0,1337
2020-12-30 05:57:01 UTC,1108,6,8,,0,0,0,0,1337
2020-12-30 06:57:01 UTC,1109,25,33,,0,0,0,0,1337
2020-12-30 07:57:01 UTC,1110,32,65,,3.9,0,0,0,1337
2020-12-30 08:57:01 UTC,1111,34,108,,0,0,0,0,1337
2020-12-30 09:57:01 UTC,1112,107,215,,0,0,0,0,1337
2020-12-30 10:57:01 UTC,1113,147,362,,0,0,0,0,1337
2020-12-30 11:57:01 UTC,1114,118,480,,3.9,0,0,0,1337
2020-12-30 12:57:01 UTC,1115,70,558,,0,0,0,0,1337
2020-12-30 13:57:01 UTC,1116,54,612,,0,0,0,0,1337
2020-12-30 14:57:01 UTC,1117,60,672,,0,0,0,0,1337
2020-12-30 15:57:01 UTC,1118,75,747,,4,0,0,0,1337
2020-12-30 16:57:01 UTC,1119,61,814,,0,0,0,0,1337
2020-12-30 17:57:01 UTC,1120,67,881,,0,0,0,0,1337
2020-12-30 18:57:01 UTC,1121,44,925,,0,0,0,0,1337
2020-12-30 19:57:01 UTC,1122,38,963,,4,0,0,0,1337
2020-12-30 20:57:01 UTC,1123,17,981,,0,0,0,0,1337
2020-12-30 21:57:01 UTC,1124,3,984,,4,0,0,0,1337
2020-12-30 22:57:01 UTC,1125,,,984,,,,,
2020-12-30 23:57:01 UTC,1126,2,2,,0,0,0,0,988
2020-12-31 00:57:01 UTC,1127,0,2,,0,0,0,0,988
2020-12-31 01:57:01 UTC,1128,0,2,,0,0,0,0,988
2020-12-31 02:57:01 UTC,1129,0,2,,0,0,0,0,988
2020-12-31 03:57:01 UTC,1130,0,2,,3.9,0,0,0,988
2020-12-31 04:57:01 UTC,1131,6,8,,0,0,0,0,988
2020-12-31 05:57:01 UTC,1132,14,22,,0,0,0,0,988
2020-12-31 06:57:01 UTC,1133,27,49,,0,0,0,0,988
2020-12-31 07:57:01 UTC,1134,55,104,,3.9,0,0,0,988
2020-12-31 08:57:01 UTC,1135,85,204,,0,0,0,0,988
2020-12-31 09:57:01 UTC,1136,136,340,,0,0,0,0,988
2020-12-31 10:57:01 UTC,1137,199,539,,0,0,0,0,988
2020-12-31 11:57:01 UTC,1138,227,766,,3.9,0,0,0,988
2020-12-31 12:57:01 UTC,1139,180,979,,0,0,0,0,988
2020-12-31 13:57:01 UTC,1140,130,1109,,0,0,0,0,988
2020-12-31 14:57:01 UTC,1141,183,1292,,0,0,0,0,988
2020-12-31 15:57:01 UTC,1142,174,1466,,4,0,0,0,988
2020-12-31 16:57:01 UTC,1143,92,1573,,0,0,0,0,988
2020-12-31 17:57:01 UTC,1144,62,1635,,0,0,0,0,988
2020-12-31 18:57:01 UTC,1145,31,1666,,0,0,0,0,988
2020-12-31 19:57:01 UTC,1146,28,1694,,3.9,0,0,0,988
2020-12-31 20:57:01 UTC,1147,5,1700,,0,0,0,0,988
2020-12-31 21:57:01 UTC,1148,9,1709,,3.9,0,0,0,988
2020-12-31 22:57:01 UTC,1149,,,1709,,,,,
2020-12-31 23:57:01 UTC,1150,1,1,,0,0,0,0,1710
2021-01-01 00:57:01 UTC,1151,2,3,,0,0,0,0,1710
2021-01-01 01:57:01 UTC,1152,0,3,,0,0,0,0,1710
2021-01-01 02:57:01 UTC,1153,0,3,,0,0,0,0,1710
2021-01-01 03:57:01 UTC,1154,0,3,,3.9,0,0,0,1710
2021-01-01 04:57:01 UTC,1155,2,5,,0,0,0,0,1710
2021-01-01 05:57:01 UTC,1156,4,9,,0,0,0,0,1710
2021-01-01 06:57:01 UTC,1157,5,14,,0,0,0,0,1710
2021-01-01 07:57:01 UTC,1158,20,34,,4,0,0,0,1710
2021-01-01 08:57:01 UTC,1159,53,92,,0,0,0,0,1710
2021-01-01 09:57:01 UTC,1160,65,157,,0,0,0,0,1710
2021-01-01 10:57:01 UTC,1161,43,200,,0,0,0,0,1710
2021-01-01 11:57:01 UTC,1162,56,256,,4,0,0,0,1710
2021-01-01 12:57:01 UTC,1163,42,303,,0,0,0,0,1710
2021-01-01 13:57:01 UTC,1164,49,352,,0,0,0,0,1710
2021-01-01 14:57:01 UTC,1165,59,411,,0,0,0,0,1710
2021-01-01 15:57:01 UTC,1166,114,525,,4,0,0,0,1710
2021-01-01 16:57:01 UTC,1167,60,600,,0,0,0,0,1710
2021-01-01 17:57:01 UTC,1168,33,633,,0,0,0,0,1710
2021-01-01 18:57:01 UTC,1169,30,663,,0,0,0,0,1710
2021-01-01 19:57:01 UTC,1170,14,677,,3.9,0,0,0,1710
2021-01-01 20:57:01 UTC,1171,22,701,,0,0,0,0,1710
2021-01-01 21:57:01 UTC,1172,2,703,,3.9,0,0,0,1710
2021-01-01 22:57:01 UTC,1173,,,703,,,,,
2021-01-01 23:57:01 UTC,1174,0,0,,0,0,0,0,706
2021-01-02 00:57:01 UTC,1175,0,0,,0,0,0,0,706
2021-01-02 01:57:01 UTC,1176,0,0,,0,0,0,0,706
2021-01-02 02:57:01 UTC,1177,0,0,,0,0,0,0,706
2021-01-02 03:57:01 UTC,1178,0,0,,3.9,0,0,0,706
2021-01-02 04:57:01 UTC,1179,0,0,,0,0,0,0,706
2021-01-02 05:57:01 UTC,1180,3,3,,0,0,0,0,706
2021-01-02 06:57:01 UTC,1181,3,6,,0,0,0,0,706
2021-01-02 07:57:01 UTC,1182,2,8,,4,0,0,0,706
2021-01-02 08:57:01 UTC,1183,30,43,,0,0,0,0,706
2021-01-02 09:57:01 UTC,1184,138,181,,0,0,0,0,706
2021-01-02 10:57:01 UTC,1185,97,278,,0,0,0,0,706
2021-01-02 11:57:01 UTC,1186,132,410,,4,0,0,0,706
2021-01-02 12:57:01 UTC,1187,43,465,,0,0,0,0,706
2021-01-02 13:57:01 UTC,1188,25,490,,0,0,0,0,706
2021-01-02 14:57:01 UTC,1189,40,530,,0,0,0,0,706
2021-01-02 15:57:01 UTC,1190,48,578,,4,0,0,0,706
2021-01-02 16:57:01 UTC,1191,98,692,,0,0,0,0,706
