created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2021-06-01 00:57:01 UTC,1874,0,3,,0,0,0,0,771
2021-06-01 01:57:01 UTC,1875,0,3,,0,0,0,0,771
2021-06-01 02:57:01 UTC,1876,0,3,,3.9,0,0,0,771
2021-06-01 03:57:01 UTC,1877,3,6,,0,0,0,0,771
2021-06-01 04:57:01 UTC,1878,8,14,,0,0,0,0,771
2021-06-01 05:57:01 UTC,1879,12,26,,0,0,0,0,771
2021-06-01 06:57:01 UTC,1880,33,59,,3.9,0,0,0,771
2021-06-01 07:57:01 UTC,1881,43,104,,0,0,0,0,771
2021-06-01 08:57:01 UTC,1882,51,155,,0,0,0,0,771
2021-06-01 09:57:01 UTC,1883,88,243,,0,0,0,0,771
2021-06-01 10:57:01 UTC,1884,74,317,,0,0,0,0,771
2021-06-01 11:57:01 UTC,1885,85,402,,0,0,0,0,771
2021-06-01 12:57:01 UTC,1886,62,464,,0,0,0,0,771
2021-06-01 13:57:01 UTC,1887,87,551,,0,0,0,0,771
2021-06-01 14:57:01 UTC,1888,145,696,,0,0,0,0,771
2021-06-01 15:57:01 UTC,1889,166,862,,0,0,0,0,771
2021-06-01 16:57:01 UTC,1890,113,975,,0,0,0,0,771
2021-06-01 17:57:01 UTC,1891,134,1109,,0,0,0,0,771
2021-06-01 18:57:01 UTC,1892,44,1153,,0,0,0,0,771
2021-06-01 19:57:01 UTC,1893,10,1163,,0,0,0,0,771
2021-06-01 20:57:01 UTC,1894,6,1169,,3.9,0,0,0,771
2021-06-01 21:57:01 UTC,1895,,,1169,,,,,
2021-06-01 22:57:01 UTC,1896,1,1,,0,0,0,0,1178
2021-06-01 23:57:01 UTC,1897,0,1,,0,0,0,0,1178
2021-06-02 00:57:01 UTC,1898,0,1,,0,0,0,0,1178
2021-06-02 01:57:01 UTC,1899,0,1,,0,0,0,0,1178
2021-06-02 02:57:01 UTC,1900,0,1,,3.9,0,0,0,1178
2021-06-02 03:57:01 UTC,1901,5,6,,0,0,0,0,1178
2021-06-02 04:57:01 UTC,1902,3,9,,0,0,0,0,1178
2021-06-02 05:57:01 UTC,1903,5,14,,0,0,0,0,1178
2021-06-02 06:57:01 UTC,1904,10,24,,4,0,0,0,1178
2021-06-02 07:57:01 UTC,1905,19,44,,0,0,0,0,1178
2021-06-02 08:57:01 UTC,1906,39,83,,0,0,0,0,1178
2021-06-02 09:57:01 UTC,1907,37,120,,0,0,0,0,1178
2021-06-02 10:57:01 UTC,1908,68,188,,0,0,0,0,1178
2021-06-02 11:57:01 UTC,1909,26,214,,0,0,0,0,1178
2021-06-02 12:57:01 UTC,1910,22,236,,0,0,0,0,1178
2021-06-02 13:57:01 UTC,1911,14,250,,0,0,0,0,1178
2021-06-02 14:57:01 UTC,1912,25,275,,0,0,0,0,1178
2021-06-02 15:57:01 UTC,1913,40,315,,0,0,0,0,1178
2021-06-02 16:57:01 UTC,1914,39,354,,0,0,0,0,1178
2021-06-02 17:57:01 UTC,1915,35,389,,0,0,0,0,1178
2021-06-02 18:57:01 UTC,1916,20,409,,0,0,0,0,1178
2021-06-02 19:57:01 UTC,1917,11,420,,0,0,0,0,1178
2021-06-02 20:57:01 UTC,1918,12,432,,3.9,0,0,0,1178
2021-06-02 21:57:01 UTC,1919,,,432,,,,,
