created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2022-09-01 00:57:01 UTC,16585,0,9,,410,398,412,375,271
2022-09-01 01:57:01 UTC,16586,0,9,,410,398,412,375,271
2022-09-01 02:57:01 UTC,16587,0,9,,410,398,412,375,271
2022-09-01 03:57:01 UTC,16588,0,9,,410,398,412,375,271
2022-09-01 04:57:01 UTC,16589,2,11,,410,398,412,375,271
2022-09-01 05:57:01 UTC,16590,17,28,,410,398,412,375,271
2022-09-01 06:57:01 UTC,16591,38,66,,410,398,412,375,271
2022-09-01 07:57:01 UTC,16616,45,45,,0,0,0,0,0
2022-09-01 08:57:01 UTC,16617,24,69,,0,0,0,0,0
2022-09-01 09:57:01 UTC,16618,27,96,,0,0,0,0,0
2022-09-01 10:57:01 UTC,16619,24,120,,0,0,0,0,0
2022-09-01 11:57:01 UTC,16620,30,150,,0,0,0,0,0
2022-09-01 12:57:01 UTC,16621,21,171,,0,0,0,0,0
2022-09-01 13:57:01 UTC,16622,27,198,,0,0,0,0,0
2022-09-01 14:57:01 UTC,16623,21,219,,0,0,0,0,0
2022-09-01 15:57:01 UTC,16624,11,230,,0,0,0,0,0
2022-09-01 16:57:01 UTC,16625,17,247,,0,0,0,0,0
2022-09-01 17:57:01 UTC,16626,18,265,,0,0,0,0,0
2022-09-01 18:57:01 UTC,16627,9,274,,0,0,0,0,0
2022-09-01 19:57:01 UTC,16628,6,281,,0,0,0,0,0
2022-09-01 20:57:01 UTC,16629,2,283,,0,0,0,0,0
2022-09-01 21:57:01 UTC,16630,,,283,,,,,
2022-09-01 22:57:01 UTC,16631,3,3,,286,0,0,0,0
2022-09-01 23:57:01 UTC,16632,4,7,,286,0,0,0,0
2022-09-02 00:57:01 UTC,16633,1,8,,286,0,0,0,0
2022-09-02 01:57:01 UTC,16634,1,9,,286,0,0,0,0
2022-09-02 02:57:01 UTC,16635,0,9,,286,0,0,0,0
2022-09-02 03:57:01 UTC,16636,0,9,,286,0,0,0,0
2022-09-02 04:57:01 UTC,16637,6,15,,286,0,0,0,0
2022-09-02 05:57:01 UTC,16638,22,37,,286,0,0,0,0
2022-09-02 06:57:01 UTC,16639,36,73,,286,0,0,0,0
2022-09-02 07:57:01 UTC,16640,30,106,,286,0,0,0,0
2022-09-02 08:57:01 UTC,16641,30,136,,286,0,0,0,0
2022-09-02 09:57:01 UTC,16642,32,168,,286,0,0,0,0
2022-09-02 10:57:01 UTC,16643,15,183,,286,0,0,0,0
2022-09-02 11:57:01 UTC,16644,25,210,,286,0,0,0,0
2022-09-02 12:57:01 UTC,16645,45,255,,286,0,0,0,0
2022-09-02 13:57:01 UTC,16646,43,298,,286,0,0,0,0
2022-09-02 14:57:01 UTC,16647,38,336,,286,0,0,0,0
2022-09-02 15:57:01 UTC,16648,46,382,,286,0,0,0,0
2022-09-02 16:57:01 UTC,16649,64,446,,286,0,0,0,0
2022-09-02 17:57:01 UTC,16650,25,471,,286,0,0,0,0
2022-09-02 18:57:01 UTC,16651,11,482,,286,0,0,0,0
2022-09-02 19:57:01 UTC,16652,8,490,,286,0,0,0,0
2022-09-02 20:57:01 UTC,16653,10,500,,286,0,0,0,0
2022-09-02 21:57:01 UTC,16654,,,500,,,,,
2022-09-02 22:57:01 UTC,16655,9,9,,505,286,0,0,0
2022-09-02 23:57:01 UTC,16656,7,16,,505,286,0,0,0
