created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2021-05-01 00:57:01 UTC,3327,0,0,,0,0,0,0,1919
2021-05-01 01:57:01 UTC,3328,0,0,,0,0,0,0,1919
2021-05-01 02:57:01 UTC,3329,0,0,,0,0,0,0,1919
2021-05-01 03:57:01 UTC,3330,0,0,,0,0,0,0,1919
2021-05-01 04:57:01 UTC,3331,5,5,,0,0,0,0,1919
2021-05-01 05:57:01 UTC,3332,32,37,,0,0,0,0,1919
2021-05-01 06:57:01 UTC,3333,103,140,,0,0,0,0,1919
2021-05-01 07:57:01 UTC,3334,220,360,,0,0,0,0,1919
2021-05-01 08:57:01 UTC,3335,257,617,,0,0,0,0,1919
2021-05-01 09:57:01 UTC,3336,255,872,,0,0,0,0,1919
2021-05-01 10:57:01 UTC,3337,169,1041,,0,0,0,0,1919
2021-05-01 11:57:01 UTC,3338,19,1060,,0,0,0,0,1919
2021-05-01 12:57:01 UTC,3339,18,1078,,0,0,0,0,1919
2021-05-01 13:57:01 UTC,3340,9,1087,,0,0,0,0,1919
2021-05-01 14:57:01 UTC,3341,6,1093,,0,0,0,0,1919
2021-05-01 15:57:01 UTC,3342,20,1113,,0,0,0,0,1919
2021-05-01 16:57:01 UTC,3343,29,1142,,0,0,0,0,1919
2021-05-01 17:57:01 UTC,3344,17,1159,,0,0,0,0,1919
2021-05-01 18:57:01 UTC,3345,1,1160,,0,0,0,0,1919
2021-05-01 19:57:01 UTC,3346,0,1160,,0,0,0,0,1919
2021-05-01 20:57:01 UTC,3347,0,1160,,0,0,0,0,1919
2021-05-01 21:57:01 UTC,3348,,,1160,,,,,
2021-05-01 22:57:01 UTC,3349,0,0,,0,0,0,0,1160
2021-05-01 23:57:01 UTC,3350,0,0,,0,0,0,0,1160
2021-05-02 00:57:01 UTC,3351,0,0,,0,0,0,0,1160
2021-05-02 01:57:01 UTC,3352,0,0,,0,0,0,0,1160
2021-05-02 02:57:01 UTC,3353,0,0,,0,0,0,0,1160
2021-05-02 03:57:01 UTC,3354,4,4,,0,0,0,0,1160
2021-05-02 04:57:01 UTC,3355,11,15,,0,0,0,0,1160
2021-05-02 05:57:01 UTC,3356,28,43,,0,0,0,0,1160
2021-05-02 06:57:01 UTC,3357,115,158,,0,0,0,0,1160
2021-05-02 07:57:01 UTC,3358,196,354,,0,0,0,0,1160
2021-05-02 08:57:01 UTC,3359,304,658,,0,0,0,0,1160
2021-05-02 09:57:01 UTC,3360,409,1067,,0,0,0,0,1160
2021-05-02 10:57:01 UTC,3361,322,1389,,0,0,0,0,1160
2021-05-02 11:57:01 UTC,3362,200,1589,,0,0,0,0,1160
2021-05-02 12:57:01 UTC,3363,144,1733,,0,0,0,0,1160
2021-05-02 13:57:01 UTC,3364,162,1895,,0,0,0,0,1160
2021-05-02 14:57:01 UTC,3365,187,2082,,0,0,0,0,1160
2021-05-02 15:57:01 UTC,3366,195,2277,,0,0,0,0,1160
2021-05-02 16:57:01 UTC,3367,142,2419,,0,0,0,0,1160
2021-05-02 17:57:01 UTC,3368,84,2503,,0,0,0,0,1160
2021-05-02 18:57:01 UTC,3369,25,2528,,0,0,0,0,1160
2021-05-02 19:57:01 UTC,3370,0,2528,,0,0,0,0,1160
2021-05-02 20:57:01 UTC,3371,1,2529,,3.9,0,0,0,1160
2021-05-02 21:57:01 UTC,3372,,,2529,,,,,
2021-05-02 22:57:01 UTC,3373,0,0,,0,0,0,0,2529
2021-05-02 23:57:01 UTC,3374,0,0,,0,0,0,0,2529
2021-05-03 00:57:01 UTC,3375,0,0,,0,0,0,0,2529
2021-05-03 01:57:01 UTC,3376,0,0,,0,0,0,0,2529
2021-05-03 02:57:01 UTC,3377,0,0,,3.9,0,0,0,2529
2021-05-03 03:57:01 UTC,3378,2,2,,0,0,0,0,2529
2021-05-03 04:57:01 UTC,3379,8,10,,0,0,0,0,2529
2021-05-03 05:57:01 UTC,3380,26,36,,0,0,0,0,2529
2021-05-03 06:57:01 UTC,3381,65,101,,3.9,0,0,0,2529
2021-05-03 07:57:01 UTC,3382,107,211,,0,0,0,0,2529
2021-05-03 08:57:01 UTC,3383,163,374,,0,0,0,0,2529
2021-05-03 09:57:01 UTC,3384,183,557,,0,0,0,0,2529
2021-05-03 10:57:01 UTC,3385,147,704,,0,0,0,0,2529
2021-05-03 11:57:01 UTC,3386,122,826,,0,0,0,0,2529
2021-05-03 12:57:01 UTC,3387,160,986,,0,0,0,0,2529
2021-05-03 13:57:01 UTC,3388,141,1127,,0,0,0,0,2529
2021-05-03 14:57:01 UTC,3389,198,1325,,0,0,0,0,2529
2021-05-03 15:57:01 UTC,3390,178,1503,,0,0,0,0,2529
2021-05-03 16:57:01 UTC,3391,194,1697,,0,0,0,0,2529
2021-05-03 17:57:01 UTC,3392,106,1803,,0,0,0,0,2529
2021-05-03 18:57:01 UTC,3393,42,1845,,0,0,0,0,2529
2021-05-03 19:57:01 UTC,3394,5,1850,,0,0,0,0,2529
2021-05-03 20:57:01 UTC,3395,1,1851,,3.9,0,0,0,2529
2021-05-03 21:57:01 UTC,3396,,,1851,,,,,
2021-05-03 22:57:01 UTC,3397,0,0,,0,0,0,0,1851
2021-05-03 23:57:01 UTC,3398,0,0,,0,0,0,0,1851
2021-05-04 00:57:01 UTC,3399,0,0,,0,0,0,0,1851
2021-05-04 01:57:01 UTC,3400,0,0,,0,0,0,0,1851
2021-05-04 02:57:01 UTC,3401,0,0,,3.9,0,0,0,1851
2021-05-04 03:57:01 UTC,3402,0,0,,0,0,0,0,1851
2021-05-04 04:57:01 UTC,3403,22,22,,0,0,0,0,1851
2021-05-04 05:57:01 UTC,3404,65,87,,0,0,0,0,1851
2021-05-04 06:57:01 UTC,3405,93,180,,3.9,0,0,0,1851
2021-05-04 07:57:01 UTC,3406,152,334,,0,0,0,0,1851
2021-05-04 08:57:01 UTC,3407,172,506,,0,0,0,0,1851
2021-05-04 09:57:01 UTC,3408,177,683,,0,0,0,0,1851
2021-05-04 10:57:01 UTC,3409,137,820,,0,0,0,0,1851
2021-05-04 11:57:01 UTC,3410,116,936,,0,0,0,0,1851
2021-05-04 12:57:01 UTC,3411,88,1024,,0,0,0,0,1851
2021-05-04 13:57:01 UTC,3412,64,1088,,0,0,0,0,1851
2021-05-04 14:57:01 UTC,3413,27,1115,,0,0,0,0,1851
2021-05-04 15:57:01 UTC,3414,19,1134,,0,0,1,0,1851
2021-05-04 16:57:01 UTC,3415,23,1157,,0,0,1,0,1851
2021-05-04 17:57:01 UTC,3416,30,1187,,0,0,1,0,1851
2021-05-04 18:57:01 UTC,3417,19,1206,,0,0,1,0,1851
2021-05-04 19:57:01 UTC,3418,2,1208,,0,0,1,0,1851
2021-05-04 20:57:01 UTC,3419,0,1208,,3.9,0,1,0,1851
2021-05-04 21:57:01 UTC,3420,,,1208,,,,,
2021-05-04 22:57:01 UTC,3421,0,0,,0,0,0,0,1208
2021-05-04 23:57:01 UTC,3422,0,0,,0,0,0,0,1208
2021-05-05 00:57:01 UTC,3423,0,0,,0,0,0,0,1208
2021-05-05 01:57:01 UTC,3424,0,0,,0,0,0,0,1208
2021-05-05 02:57:01 UTC,3425,0,0,,3.9,0,0,0,1208
2021-05-05 03:57:01 UTC,3426,1,1,,0,0,0,0,1208
2021-05-05 04:57:01 UTC,3427,11,12,,0,0,0,0,1208
2021-05-05 05:57:01 UTC,3428,48,60,,0,0,0,0,1208
2021-05-05 06:57:01 UTC,3429,89,149,,3.9,0,0,0,1208
2021-05-05 07:57:01 UTC,3430,154,303,,0,0,0,0,1208
2021-05-05 08:57:01 UTC,3431,181,484,,0,0,0,0,1208
2021-05-05 09:57:01 UTC,3432,204,688,,0,0,0,0,1208
2021-05-05 10:57:01 UTC,3433,186,874,,0,0,0,0,1208
2021-05-05 11:57:01 UTC,3434,163,1037,,0,0,0,0,1208
2021-05-05 12:57:01 UTC,3435,157,1194,,0,0,0,0,1208
2021-05-05 13:57:01 UTC,3436,148,1342,,0,0,0,0,1208
2021-05-05 14:57:01 UTC,3437,169,1511,,0,0,0,0,1208
2021-05-05 15:57:01 UTC,3438,176,1687,,0,0,0,0,1208
2021-05-05 16:57:01 UTC,3439,216,1903,,0,0,0,0,1208
2021-05-05 17:57:01 UTC,3440,161,2064,,0,0,0,0,1208
2021-05-05 18:57:01 UTC,3441,24,2088,,0,0,0,0,1208
2021-05-05 19:57:01 UTC,3442,3,2091,,0,0,0,0,1208
2021-05-05 20:57:01 UTC,3443,3,2094,,3.9,0,0,0,1208
2021-05-05 21:57:01 UTC,3444,,,2094,,,,,
2021-05-05 22:57:01 UTC,3445,0,0,,0,0,0,0,2094
2021-05-05 23:57:01 UTC,3446,0,0,,0,0,0,0,2094
2021-05-06 00:57:01 UTC,3447,0,0,,0,0,0,0,2094
2021-05-06 01:57:01 UTC,3448,0,0,,0,0,0,0,2094
2021-05-06 02:57:01 UTC,3449,0,0,,0,0,0,0,2094
2021-05-06 03:57:01 UTC,3450,1,1,,0,0,0,0,2094
2021-05-06 04:57:01 UTC,3451,13,14,,0,0,0,0,2094
2021-05-06 05:57:01 UTC,3452,35,49,,0,0,0,0,2094
2021-05-06 06:57:01 UTC,3453,52,101,,0,0,0,0,2094
2021-05-06 07:57:01 UTC,3454,112,213,,0,0,0,0,2094
2021-05-06 08:57:01 UTC,3455,184,397,,0,0,0,0,2094
2021-05-06 09:57:01 UTC,3456,203,600,,0,0,0,0,2094
2021-05-06 10:57:01 UTC,3457,181,781,,0,0,0,0,2094
2021-05-06 11:57:01 UTC,3458,145,926,,0,0,0,0,2094
2021-05-06 12:57:01 UTC,3459,146,1072,,0,0,0,0,2094
2021-05-06 13:57:01 UTC,3460,144,1216,,0,0,0,0,2094
2021-05-06 14:57:01 UTC,3461,150,1366,,0,0,0,0,2094
2021-05-06 15:57:01 UTC,3462,161,1527,,0,0,0,0,2094
2021-05-06 16:57:01 UTC,3463,172,1699,,0,0,0,0,2094
2021-05-06 17:57:01 UTC,3464,120,1819,,0,0,0,0,2094
2021-05-06 18:57:01 UTC,3465,38,1857,,0,0,0,0,2094
2021-05-06 19:57:01 UTC,3466,5,1862,,0,0,0,0,2094
2021-05-06 20:57:01 UTC,3467,1,1863,,0,0,0,0,2094
2021-05-06 21:57:01 UTC,3468,,,1863,,,,,
2021-05-06 22:57:01 UTC,3469,0,0,,0,0,0,0,1863
2021-05-06 23:57:01 UTC,3470,0,0,,0,0,0,0,1863
2021-05-07 00:57:01 UTC,3471,0,0,,0,0,0,0,1863
2021-05-07 01:57:01 UTC,3472,0,0,,0,0,0,0,1863
2021-05-07 02:57:01 UTC,3473,0,0,,0,0,0,0,1863
2021-05-07 03:57:01 UTC,3474,2,2,,0,0,0,0,1863
